Time_s,Ax_g,Ay_g,Az_g,RollRate_deg_s,YawRate_deg_s
99.64,-0.028149660140529,-0.853427688411384,-0.636646075047937,-3.372,-52.038
99.65,0.00504762258430817,-0.932026792093404,-0.808617303077301,-2.478,-51.007
99.66,0.0266978611965076,-1.0048600416874,-0.978398225798385,-1.84,-51.114
99.67,0.0517260022280962,-1.00951103306779,-1.08620643692897,-1.501,-52.434
99.68,0.0718646844159839,-0.929334168385079,-1.11487982300685,-1.017,-54.584
99.69,0.0786993494816045,-0.8363366476418,-1.1133061835685,-0.414,-56.986
99.7,0.07798458814802,-0.799909270751584,-1.14110964901118,-0.306,-59.234
99.71,0.0890426158490749,-0.825547369996789,-1.21028014043676,-1.17000000000249,-61.2630000000028
99.72,0.127518244226751,-0.860594174484996,-1.29554082217086,-2.923,-63.203
99.73,0.180798558780508,-0.856863487301929,-1.37446963338536,-5.029,-65.085
99.74,0.218286923396134,-0.829988287420957,-1.42343571306096,-6.80900000000091,-66.6290000000013
99.75,0.220823850520522,-0.793082312168578,-1.40079549394593,-7.449,-67.519
99.76,0.19199633827606,-0.73528400495357,-1.29128897315765,-6.106,-67.68
99.77,0.145429859336148,-0.659917497183711,-1.14663364476082,-2.623,-67.15
99.78,0.0863942954170939,-0.589184444498778,-1.03982562609699,2.017,-65.906
99.79,0.0159097296826618,-0.535577438253857,-0.994800288872808,6.374,-63.922
99.8,-0.0626042071576359,-0.499848957241861,-0.977990312465858,9.558,-61.207
99.81,-0.159274509045205,-0.47657493707078,-0.950214127557229,11.489,-57.857
99.82,-0.291235565478892,-0.451033962673951,-0.889451303855642,12.4380000000003,-54.1059999999945
99.83,-0.449271117451031,-0.401564710676261,-0.769164257942771,12.644,-50.262
99.84,-0.604987643055144,-0.351998495285219,-0.587090954251231,12.236,-46.378
99.85,-0.729793646075282,-0.291936923188139,-0.424639730701126,10.6869999999948,-42.3589999999938
99.86,-0.79240828271615,-0.197487922787004,-0.398936730710919,7.062,-38.007
99.87,-0.772823052259997,-0.146847488837199,-0.534075084372036,1.452,-32.829
99.88,-0.689391096012438,-0.199868594429231,-0.729227846046439,-4.3,-26.574
99.89,-0.588699570385659,-0.296831199757808,-0.843784288340125,-7.651,-19.82
99.9,-0.493481983275962,-0.332909086494346,-0.829106198949863,-7.32,-13.65
99.91,-0.390779578229061,-0.269361772123255,-0.761908917023516,-3.9,-8.755
99.92,-0.282564778805873,-0.151251499011393,-0.733261533874239,0.784,-4.985
99.93,-0.206347295783591,-0.0300210665237169,-0.780738462588142,4.742,-1.756
99.94,-0.192747361653071,0.0676456573153311,-0.903860717057287,7.146,1.38
99.95,-0.232152311314795,0.13092983865902,-1.07232292426914,8.456,4.488
99.96,-0.288570501428209,0.152159870728914,-1.23008983448471,9.27100000000036,7.37900000000349
99.97,-0.32745894467934,0.14506758570876,-1.3286695497689,9.521,9.838
99.98,-0.327632335583317,0.147155056799936,-1.36400156452781,8.8,11.712
99.99,-0.289741208950454,0.164348298670397,-1.36030784497005,7.11199999999696,13.0410000000013
100,-0.243586893007656,0.193687870549147,-1.34719219956555,4.974,13.948
100.01,-0.22692393989513,0.240619151403908,-1.34516049761956,2.923,14.535
100.02,-0.254313780421153,0.284717378097026,-1.34022910916257,1.002,15.07
100.03,-0.319174154630654,0.296683703442745,-1.30566048182901,-1.506,16.014
100.04,-0.416239243225278,0.277280897702086,-1.2408261212913,-5.205,17.546
100.05,-0.527109649350646,0.258772850014804,-1.16486540301186,-8.926,19.309
100.06,-0.620451710563991,0.272335046537122,-1.08476412420918,-10.229,20.702
100.07,-0.67442948250632,0.312193425601134,-0.988389530574127,-7.95399999999345,21.2949999999995
100.08,-0.671311279749453,0.378696342811108,-0.878395123644646,-3.346,20.923
100.09,-0.606895461125408,0.471608713165789,-0.792445976355129,1.517,19.733
100.1,-0.522936349504101,0.561986203567675,-0.770511775619221,5.15400000000221,18.1969999999982
100.11,-0.500061439079209,0.616223193649888,-0.806514503214732,6.709,16.929
100.12,-0.58464053434076,0.636283217655196,-0.852646251615306,5.899,16.385
100.13,-0.735291124447277,0.617803460944091,-0.864357432986932,3.305,16.893
100.14,-0.870403920508132,0.544491594633362,-0.814879002129409,0.005,18.503
100.15,-0.938130907383154,0.396047760652322,-0.698245451535433,-2.99,20.809
100.16,-0.92363598367008,0.251310545034422,-0.571208441658876,-4.701,23.056
100.17,-0.838688087758421,0.25024897093506,-0.562172705740362,-3.681,24.856
100.18,-0.718369600468819,0.419411509050392,-0.721476949091387,1.019,26.397
100.19,-0.600676470225871,0.646297000609272,-0.923714474491991,8.123,27.868
100.2,-0.510655587183172,0.751237324989728,-0.993338708039793,14.537,29.467
100.21,-0.462073655824812,0.645790648299419,-0.886933619521735,17.5959999999987,31.4710000000034
100.22,-0.446642988474113,0.464281282150269,-0.764244708087606,16.662,33.855
100.23,-0.426556855395744,0.454314201754818,-0.82324428303774,12.802,36.301
100.24,-0.377111042629462,0.632306189864279,-1.05465967472301,7.33799999999097,38.9600000000051
100.25,-0.318709348371424,0.767191889365453,-1.28000803771435,0.983,42.514
100.26,-0.276057637940468,0.736156146425947,-1.38194636415112,-5.629,47.043
100.27,-0.248776536855786,0.612330039938957,-1.38311218578842,-11.085,51.73
